param n := 128;
param : E :   a :=
86 39    14
86 40    13
86 41    10
86 42    11
86 43    8
86 44    12
86 45    3
86 46    9
86 47    16
86 48    15
86 49    14
86 50    3
86 51    10
86 52    17
86 53    2
86 54    6
86 55    1
86 56    20
86 57    4
86 58    12
86 59    7
86 60    27
86 61    8
86 62    2
86 63    4
86 64    16
86 65    59
86 66    3
86 67    31
86 68    4
86 69    25
86 70    2
86 71    1
86 72    14
86 73    8
86 74    17
86 75    10
86 76    5
86 77    10
86 78    13
86 79    17
86 80    30
86 81    15
86 82    9
86 83    4
86 84    6
86 85    10
86 86    4
86 87    17
86 88    32
86 89    11
86 90    16
86 91    17
86 92    13
86 93    9
86 94    17
86 95    28
86 96    41
86 97    3
86 98    4
86 99    14
86 100    1
86 101    6
86 102    15
86 103    10
86 104    9
86 105    2
86 106    8
86 107    11
86 108    10
86 109    3
86 110    33
86 111    4
86 112    51
86 113    2
86 114    17
86 115    4
86 116    26
86 117    11
86 118    7
86 119    33
86 120    34
86 121    10
86 122    4
86 123    17
86 124    19
86 125    10
86 126    15
86 127    12
86 128    51
87 1    13
87 2    6
87 3    8
87 4    5
87 5    2
87 6    6
87 7    14
87 8    6
87 9    7
87 10    13
87 11    4
87 12    15
87 13    1
87 14    16
87 15    9
87 16    5
87 17    8
87 18    4
87 19    12
87 20    13
87 21    13
87 22    7
87 23    1
87 24    7
87 25    1
87 26    13
87 27    12
87 28    7
87 29    12
87 30    13
87 31    13
87 32    12
87 33    18
87 34    1
87 35    14
87 36    6
87 37    15
87 38    5
87 39    2
87 40    9
87 41    9
87 42    9
87 43    16
87 44    15
87 45    2
87 46    5
87 47    12
87 48    29
87 49    17
87 50    11
87 51    6
87 52    13
87 53    7
87 54    17
87 55    5
87 56    23
87 57    1
87 58    2
87 59    15
87 60    23
87 61    14
87 62    17
87 63    13
87 64    30
87 65    4
87 66    33
87 67    28
87 68    11
87 69    10
87 70    7
87 71    2
87 72    7
87 73    18
87 74    5
87 75    10
87 76    2
87 77    4
87 78    11
87 79    15
87 80    11
87 81    3
87 82    15
87 83    1
87 84    15
87 85    11
87 86    7
87 87    16
87 88    15
87 89    12
87 90    17
87 91    7
87 92    33
87 93    7
87 94    17
87 95    4
87 96    34
87 97    5
87 98    12
87 99    8
87 100    2
87 101    3
87 102    15
87 103    17
87 104    13
87 105    10
87 106    9
87 107    14
87 108    33
87 109    12
87 110    23
87 111    6
87 112    65
87 113    14
87 114    7
87 115    7
87 116    7
87 117    9
87 118    31
87 119    15
87 120    28
87 121    9
87 122    14
87 123    1
87 124    60
87 125    20
87 126    16
87 127    36
87 128    19
88 1    11
88 2    23
88 3    25
88 4    28
88 5    30
88 6    22
88 7    23
88 8    10
88 9    23
88 10    5
88 11    22
88 12    6
88 13    16
88 14    25
88 15    1
88 16    23
88 17    30
88 18    13
88 19    29
88 20    18
88 21    9
88 22    31
88 23    12
88 24    29
88 25    13
88 26    11
88 27    9
88 28    18
88 29    9
88 30    18
88 31    21
88 32    8
88 33    8
88 34    7
88 35    1
88 36    17
88 37    4
88 38    16
88 39    7
88 40    6
88 41    1
88 42    31
88 43    29
88 44    31
88 45    2
88 46    4
88 47    32
88 48    27
88 49    33
88 50    2
88 51    3
88 52    7
88 53    12
88 54    33
88 55    19
88 56    4
88 57    21
88 58    8
88 59    18
88 60    4
88 61    27
88 62    6
88 63    33
88 64    65
88 65    33
88 66    15
88 67    26
88 68    30
88 69    11
88 70    20
88 71    12
88 72    24
88 73    24
88 74    1
88 75    6
88 76    28
88 77    5
88 78    24
88 79    6
88 80    31
88 81    3
88 82    28
88 83    4
88 84    20
88 85    1
88 86    17
88 87    2
88 88    4
88 89    7
88 90    27
88 91    22
88 92    12
88 93    1
88 94    8
88 95    8
88 96    4
88 97    2
88 98    25
88 99    26
88 100    2
88 101    28
88 102    33
88 103    18
88 104    6
88 105    32
88 106    7
88 107    23
88 108    2
88 109    20
88 110    9
88 111    15
88 112    46
88 113    25
88 114    22
88 115    12
88 116    19
88 117    28
88 118    11
88 119    33
88 120    61
88 121    1
88 122    18
88 123    11
88 124    27
88 125    33
88 126    24
88 127    9
88 128    4
89 1    7
89 2    2
89 3    9
89 4    13
89 5    15
89 6    8
89 7    7
89 8    1
89 9    14
89 10    5
89 11    9
89 12    14
89 13    12
89 14    16
89 15    10
89 16    16
89 17    7
89 18    14
89 19    12
89 20    8
89 21    13
89 22    5
89 23    15
89 24    6
89 25    10
89 26    2
89 27    17
89 28    7
89 29    16
89 30    7
89 31    14
89 32    27
89 33    7
89 34    4
89 35    7
89 36    9
89 37    13
89 38    2
89 39    10
89 40    5
89 41    1
89 42    13
89 43    6
89 44    11
89 45    13
89 46    5
89 47    14
89 48    1
89 49    3
89 50    14
89 51    6
89 52    16
89 53    11
89 54    13
89 55    2
89 56    24
89 57    14
89 58    6
89 59    8
89 60    17
89 61    14
89 62    12
89 63    16
89 64    46
89 65    45
89 66    31
89 67    7
89 68    4
89 69    4
89 70    7
89 71    17
89 72    12
89 73    32
89 74    11
89 75    9
89 76    5
89 77    6
89 78    9
89 79    1
89 80    5
89 81    16
89 82    6
89 83    8
89 84    17
89 85    10
89 86    7
89 87    14
89 88    15
89 89    10
89 90    6
89 91    4
89 92    22
89 93    12
89 94    20
89 95    12
89 96    18
89 97    9
89 98    13
89 99    14
89 100    10
89 101    1
89 102    7
89 103    10
89 104    14
89 105    11
89 106    11
89 107    10
89 108    7
89 109    16
89 110    31
89 111    30
89 112    26
89 113    13
89 114    16
89 115    7
89 116    11
89 117    9
89 118    9
89 119    31
89 120    3
89 121    10
89 122    8
89 123    11
89 124    14
89 125    8
89 126    29
89 127    23
89 128    113
90 1    2
90 2    13
90 3    11
90 4    3
90 5    6
90 6    14
90 7    5
90 8    17
90 9    1
90 10    15
90 11    1
90 12    13
90 13    6
90 14    17
90 15    13
90 16    15
90 17    7
90 18    12
90 19    16
90 20    6
90 21    8
90 22    14
90 23    16
90 24    6
90 25    12
90 26    7
90 27    13
90 28    7
90 29    1
90 30    14
90 31    16
90 32    27
90 33    27
90 34    14
90 35    5
90 36    14
90 37    1
90 38    2
90 39    9
90 40    1
90 41    4
90 42    5
90 43    10
90 44    1
90 45    15
90 46    4
90 47    13
90 48    12
90 49    1
90 50    1
90 51    17
90 52    10
90 53    14
90 54    9
90 55    13
90 56    23
90 57    10
90 58    4
90 59    4
90 60    14
90 61    11
90 62    5
90 63    1
90 64    62
90 65    15
90 66    22
90 67    26
90 68    1
90 69    4
90 70    16
90 71    7
90 72    14
90 73    28
90 74    7
90 75    1
90 76    8
90 77    7
90 78    7
90 79    15
90 80    33
90 81    16
90 82    13
90 83    15
90 84    4
90 85    3
90 86    16
90 87    4
90 88    5
90 89    1
90 90    12
90 91    4
90 92    29
90 93    6
90 94    21
90 95    8
90 96    36
90 97    29
90 98    15
90 99    17
90 100    13
90 101    2
90 102    2
90 103    16
90 104    15
90 105    6
90 106    11
90 107    8
90 108    21
90 109    16
90 110    20
90 111    18
90 112    28
90 113    5
90 114    1
90 115    9
90 116    9
90 117    6
90 118    8
90 119    4
90 120    49
90 121    5
90 122    11
90 123    22
90 124    51
90 125    3
90 126    42
90 127    24
90 128    87
91 1    8
91 2    8
91 3    11
91 4    8
91 5    12
91 6    13
91 7    14
91 8    9
91 9    6
91 10    8
91 11    10
91 12    13
91 13    3
91 14    15
91 15    17
91 16    3
91 17    15
91 18    13
91 19    4
91 20    7
91 21    14
91 22    3
91 23    5
91 24    15
91 25    4
91 26    14
91 27    10
91 28    17
91 29    11
91 30    15
91 31    9
91 32    26
91 33    1
91 34    4
91 35    14
91 36    3
91 37    4
91 38    6
91 39    13
91 40    15
91 41    4
91 42    14
91 43    4
91 44    17
91 45    16
91 46    17
91 47    5
91 48    27
91 49    12
91 50    4
91 51    16
91 52    11
91 53    17
91 54    4
91 55    10
91 56    4
91 57    7
91 58    4
91 59    1
91 60    8
91 61    16
91 62    1
91 63    21
91 64    44
91 65    34
91 66    29
91 67    26
91 68    13
91 69    3
91 70    10
91 71    2
91 72    1
91 73    25
91 74    17
91 75    3
91 76    5
91 77    3
91 78    6
91 79    15
91 80    20
91 81    28
91 82    3
91 83    3
91 84    14
91 85    14
91 86    9
91 87    12
91 88    15
91 89    14
91 90    6
91 91    2
91 92    32
91 93    14
91 94    1
91 95    29
91 96    15
91 97    15
91 98    5
91 99    9
91 100    1
91 101    5
91 102    3
91 103    11
91 104    25
91 105    13
91 106    10
91 107    16
91 108    20
91 109    10
91 110    3
91 111    6
91 112    36
91 113    4
91 114    2
91 115    7
91 116    17
91 117    12
91 118    28
91 119    21
91 120    44
91 121    3
91 122    12
91 123    31
91 124    8
91 125    16
91 126    5
91 127    50
91 128    26
92 1    27
92 2    33
92 3    30
92 4    21
92 5    12
92 6    22
92 7    11
92 8    15
92 9    20
92 10    20
92 11    24
92 12    13
92 13    17
92 14    8
92 15    24
92 16    5
92 17    27
92 18    1
92 19    5
92 20    6
92 21    32
92 22    12
92 23    19
92 24    2
92 25    25
92 26    32
92 27    4
92 28    14
92 29    2
92 30    22
92 31    10
92 32    9
92 33    22
92 34    21
92 35    20
92 36    6
92 37    20
92 38    31
92 39    12
92 40    8
92 41    32
92 42    4
92 43    8
92 44    4
92 45    26
92 46    5
92 47    26
92 48    4
92 49    16
92 50    9
92 51    29
92 52    14
92 53    3
92 54    21
92 55    8
92 56    26
92 57    7
92 58    3
92 59    5
92 60    13
92 61    28
92 62    24
92 63    24
92 64    32
92 65    20
92 66    15
92 67    1
92 68    21
92 69    3
92 70    18
92 71    32
92 72    10
92 73    3
92 74    10
92 75    22
92 76    8
92 77    15
92 78    20
92 79    26
92 80    28
92 81    11
92 82    19
92 83    32
92 84    27
92 85    1
92 86    8
92 87    21
92 88    9
92 89    10
92 90    18
92 91    31
92 92    24
92 93    26
92 94    31
92 95    5
92 96    37
92 97    26
92 98    6
92 99    32
92 100    2
92 101    25
92 102    23
92 103    11
92 104    31
92 105    21
92 106    17
92 107    20
92 108    7
92 109    2
92 110    23
92 111    9
92 112    34
92 113    29
92 114    5
92 115    32
92 116    10
92 117    7
92 118    18
92 119    10
92 120    32
92 121    17
92 122    12
92 123    25
92 124    27
92 125    22
92 126    41
92 127    20
92 128    16
93 1    5
93 2    8
93 3    6
93 4    15
93 5    4
93 6    3
93 7    11
93 8    5
93 9    8
93 10    2
93 11    15
93 12    13
93 13    5
93 14    17
93 15    15
93 16    10
93 17    11
93 18    13
93 19    13
93 20    8
93 21    6
93 22    13
93 23    2
93 24    15
93 25    13
93 26    13
93 27    15
93 28    12
93 29    7
93 30    17
93 31    15
93 32    29
93 33    4
93 34    3
93 35    5
93 36    9
93 37    11
93 38    16
93 39    12
93 40    4
93 41    1
93 42    15
93 43    16
93 44    8
93 45    1
93 46    11
93 47    5
93 48    16
93 49    3
93 50    6
93 51    14
93 52    13
93 53    9
93 54    1
93 55    10
93 56    5
93 57    5
93 58    12
93 59    11
93 60    33
93 61    6
93 62    9
93 63    17
93 64    31
93 65    58
93 66    22
93 67    9
93 68    17
93 69    21
93 70    16
93 71    16
93 72    5
93 73    2
93 74    3
93 75    7
93 76    13
93 77    12
93 78    8
93 79    9
93 80    15
93 81    31
93 82    1
93 83    16
93 84    11
93 85    17
93 86    14
93 87    6
93 88    20
93 89    12
93 90    17
93 91    15
93 92    1
93 93    3
93 94    30
93 95    2
93 96    6
93 97    18
93 98    7
93 99    17
93 100    8
93 101    14
93 102    3
93 103    11
93 104    23
93 105    1
93 106    4
93 107    11
93 108    10
93 109    3
93 110    5
93 111    28
93 112    59
93 113    6
93 114    13
93 115    13
93 116    30
93 117    3
93 118    32
93 119    19
93 120    1
93 121    11
93 122    5
93 123    14
93 124    61
93 125    26
93 126    20
93 127    63
93 128    56
94 1    13
94 2    7
94 3    2
94 4    17
94 5    18
94 6    7
94 7    30
94 8    13
94 9    20
94 10    25
94 11    9
94 12    16
94 13    15
94 14    26
94 15    9
94 16    5
94 17    13
94 18    26
94 19    21
94 20    31
94 21    29
94 22    33
94 23    1
94 24    8
94 25    23
94 26    11
94 27    24
94 28    32
94 29    7
94 30    3
94 31    24
94 32    30
94 33    14
94 34    24
94 35    30
94 36    4
94 37    8
94 38    1
94 39    3
94 40    3
94 41    13
94 42    9
94 43    28
94 44    5
94 45    2
94 46    15
94 47    9
94 48    5
94 49    12
94 50    4
94 51    8
94 52    23
94 53    13
94 54    23
94 55    23
94 56    9
94 57    12
94 58    31
94 59    6
94 60    23
94 61    33
94 62    8
94 63    6
94 64    37
94 65    18
94 66    16
94 67    20
94 68    17
94 69    18
94 70    29
94 71    32
94 72    20
94 73    23
94 74    2
94 75    32
94 76    18
94 77    19
94 78    10
94 79    13
94 80    32
94 81    4
94 82    30
94 83    32
94 84    19
94 85    22
94 86    13
94 87    2
94 88    20
94 89    9
94 90    24
94 91    22
94 92    11
94 93    2
94 94    11
94 95    2
94 96    7
94 97    33
94 98    8
94 99    14
94 100    18
94 101    24
94 102    13
94 103    4
94 104    27
94 105    17
94 106    4
94 107    25
94 108    30
94 109    30
94 110    22
94 111    11
94 112    59
94 113    12
94 114    7
94 115    28
94 116    19
94 117    13
94 118    21
94 119    29
94 120    39
94 121    19
94 122    4
94 123    14
94 124    64
94 125    11
94 126    27
94 127    54
94 128    113
95 1    12
95 2    31
95 3    26
95 4    31
95 5    4
95 6    26
95 7    21
95 8    20
95 9    11
95 10    20
95 11    12
95 12    27
95 13    16
95 14    16
95 15    9
95 16    26
95 17    25
95 18    28
95 19    6
95 20    15
95 21    9
95 22    25
95 23    24
95 24    21
95 25    31
95 26    16
95 27    31
95 28    16
95 29    12
95 30    19
95 31    26
95 32    10
95 33    12
95 34    21
95 35    14
95 36    5
95 37    33
95 38    22
95 39    16
95 40    7
95 41    19
95 42    24
95 43    22
95 44    5
95 45    3
95 46    16
95 47    26
95 48    9
95 49    25
95 50    16
95 51    8
95 52    11
95 53    30
95 54    2
95 55    17
95 56    16
95 57    4
95 58    32
95 59    21
95 60    15
95 61    10
95 62    24
95 63    9
95 64    26
95 65    52
95 66    27
95 67    21
95 68    14
95 69    26
95 70    7
95 71    2
95 72    27
95 73    24
95 74    10
95 75    13
95 76    9
95 77    25
95 78    27
95 79    14
95 80    22
95 81    11
95 82    29
95 83    17
95 84    7
95 85    18
95 86    33
95 87    8
95 88    1
95 89    1
95 90    4
95 91    30
95 92    15
95 93    31
95 94    8
95 95    15
95 96    41
95 97    19
95 98    22
95 99    32
95 100    33
95 101    9
95 102    16
95 103    32
95 104    29
95 105    12
95 106    33
95 107    20
95 108    27
95 109    14
95 110    24
95 111    6
95 112    11
95 113    25
95 114    12
95 115    28
95 116    20
95 117    2
95 118    7
95 119    28
95 120    34
95 121    4
95 122    11
95 123    21
95 124    2
95 125    7
95 126    24
95 127    50
95 128    78
96 1    55
96 2    13
96 3    61
96 4    48
96 5    31
96 6    61
96 7    62
96 8    57
96 9    63
96 10    30
96 11    8
96 12    21
96 13    55
96 14    47
96 15    52
96 16    23
96 17    4
96 18    14
96 19    33
96 20    48
96 21    3
96 22    60
96 23    26
96 24    17
96 25    64
96 26    25
96 27    41
96 28    59
96 29    8
96 30    63
96 31    16
96 32    12
96 33    33
96 34    4
96 35    42
96 36    63
96 37    58
96 38    55
96 39    61
96 40    61
96 41    57
96 42    17
96 43    33
96 44    41
96 45    49
96 46    28
96 47    47
96 48    10
96 49    51
96 50    47
96 51    33
96 52    5
96 53    8
96 54    61
96 55    30
96 56    25
96 57    25
96 58    62
96 59    20
96 60    53
96 61    1
96 62    15
96 63    62
96 64    52
96 65    48
96 66    18
96 67    24
96 68    12
96 69    61
96 70    23
96 71    46
96 72    58
96 73    45
96 74    37
96 75    57
96 76    26
96 77    46
96 78    2
96 79    35
96 80    50
96 81    23
96 82    45
96 83    22
96 84    37
96 85    38
96 86    2
96 87    38
96 88    31
96 89    46
96 90    54
96 91    20
96 92    25
96 93    16
96 94    28
96 95    16
96 96    62
96 97    29
96 98    12
96 99    51
96 100    46
96 101    18
96 102    50
96 103    30
96 104    23
96 105    5
96 106    22
96 107    62
96 108    26
96 109    10
96 110    35
96 111    12
96 112    30
96 113    48
96 114    30
96 115    24
96 116    59
96 117    27
96 118    41
96 119    49
96 120    39
96 121    31
96 122    8
96 123    12
96 124    15
96 125    55
96 126    55
96 127    25
96 128    80
97 1    20
97 2    12
97 3    17
97 4    19
97 5    29
97 6    23
97 7    12
97 8    6
97 9    20
97 10    26
97 11    22
97 12    30
97 13    30
97 14    23
97 15    7
97 16    18
97 17    25
97 18    13
97 19    20
97 20    32
97 21    4
97 22    19
97 23    7
97 24    6
97 25    25
97 26    30
97 27    33
97 28    10
97 29    25
97 30    2
97 31    14
97 32    12
97 33    2
97 34    23
97 35    2
97 36    29
97 37    17
97 38    21
97 39    6
97 40    14
97 41    20
97 42    5
97 43    28
97 44    6
97 45    5
97 46    2
97 47    31
97 48    27
97 49    11
97 50    15
97 51    12
97 52    3
97 53    33
97 54    29
97 55    19
97 56    24
97 57    32
97 58    20
97 59    14
97 60    3
97 61    6
97 62    18
97 63    9
97 64    4
97 65    50
97 66    8
97 67    29
97 68    1
97 69    26
97 70    13
97 71    15
97 72    5
97 73    30
97 74    17
97 75    1
97 76    10
97 77    16
97 78    10
97 79    31
97 80    13
97 81    15
97 82    33
97 83    7
97 84    12
97 85    25
97 86    19
97 87    24
97 88    8
97 89    12
97 90    31
97 91    3
97 92    2
97 93    17
97 94    8
97 95    1
97 96    47
97 97    30
97 98    20
97 99    22
97 100    20
97 101    9
97 102    3
97 103    8
97 104    29
97 105    32
97 106    15
97 107    24
97 108    33
97 109    29
97 110    22
97 111    27
97 112    34
97 113    13
97 114    24
97 115    25
97 116    28
97 117    14
97 118    5
97 119    32
